ID                                    0x201d
Delivery_person_ID             MUMRES06DEL02
Delivery_person_Age                33.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude                19.055831
Restaurant_longitude               72.833984
Delivery_location_latitude         19.105831
Delivery_location_longitude        72.883984
Order_Date                        05-03-2022
Time_Orderd                            20:35
Time_Order_picked                      20:50
Weather conditions                    Stormy
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   25.000000
Name: 16255, dtype: object
