ID                                    0x313b
Delivery_person_ID             MUMRES11DEL03
Delivery_person_Age                27.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude                18.994237
Restaurant_longitude               72.825553
Delivery_location_latitude         19.054237
Delivery_location_longitude        72.885553
Order_Date                        01-04-2022
Time_Orderd                            18:20
Time_Order_picked                      18:35
Weather conditions                    Stormy
Road_traffic_density                  Medium
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                                     NaN
Time_taken (min)                   23.000000
Name: 23517, dtype: object
