ID                                        0x490
Delivery_person_ID              COIMBRES03DEL02
Delivery_person_Age                   50.000000
Delivery_person_Ratings                6.000000
Restaurant_latitude                   11.025083
Restaurant_longitude                  77.015393
Delivery_location_latitude            11.105083
Delivery_location_longitude           77.095393
Order_Date                           23-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         20:50
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      11.000000
Name: 21929, dtype: object
