ID                                       0x15e3
Delivery_person_ID                HYDRES03DEL01
Delivery_person_Age                   22.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   17.422819
Restaurant_longitude                  78.449578
Delivery_location_latitude            17.492819
Delivery_location_longitude           78.519578
Order_Date                           10-03-2022
Time_Orderd                               19:55
Time_Order_picked                         20:05
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      23.000000
Name: 38206, dtype: object
