ID                                    0xc2a0
Delivery_person_ID             GOARES07DEL02
Delivery_person_Age                25.000000
Delivery_person_Ratings             4.700000
Restaurant_latitude                15.561295
Restaurant_longitude               73.749478
Delivery_location_latitude         15.691295
Delivery_location_longitude        73.879478
Order_Date                        18-02-2022
Time_Orderd                            23:15
Time_Order_picked                      23:30
Weather conditions                     Windy
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                 NaN
City                           Metropolitian
Time_taken (min)                   14.000000
Name: 23566, dtype: object
