ID                                      0x558b
Delivery_person_ID             PUNERES010DEL01
Delivery_person_Age                  38.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  18.539299
Restaurant_longitude                 73.897902
Delivery_location_latitude           18.549299
Delivery_location_longitude          73.907902
Order_Date                          09-03-2022
Time_Orderd                              10:50
Time_Order_picked                        10:60
Weather conditions                      Stormy
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     29.000000
Name: 16148, dtype: object
