ID                                       0x246e
Delivery_person_ID               INDORES02DEL01
Delivery_person_Age                   30.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   22.651847
Restaurant_longitude                  75.881991
Delivery_location_latitude            22.691847
Delivery_location_longitude           75.921991
Order_Date                           01-03-2022
Time_Orderd                               16:25
Time_Order_picked                         16:30
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      17.000000
Name: 4353, dtype: object
