ID                                    0x93c7
Delivery_person_ID             MYSRES19DEL01
Delivery_person_Age                33.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude                12.334022
Restaurant_longitude               76.618203
Delivery_location_latitude         12.344022
Delivery_location_longitude        76.628203
Order_Date                        03-04-2022
Time_Orderd                            10:10
Time_Order_picked                      10:15
Weather conditions                     Sunny
Road_traffic_density                     Low
Vehicle_condition                          1
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   19.000000
Name: 12069, dtype: object
