ID                                       0x516d
Delivery_person_ID                MUMRES03DEL02
Delivery_person_Age                   32.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   19.223840
Restaurant_longitude                  72.841347
Delivery_location_latitude            19.273840
Delivery_location_longitude           72.891347
Order_Date                           24-03-2022
Time_Orderd                               20:15
Time_Order_picked                         20:30
Weather conditions                          Fog
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      26.000000
Name: 22166, dtype: object
