ID                                     0x4a1
Delivery_person_ID             HYDRES02DEL02
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                17.412330
Restaurant_longitude               78.449654
Delivery_location_latitude         17.432330
Delivery_location_longitude        78.469654
Order_Date                        21-03-2022
Time_Orderd                              NaN
Time_Order_picked                       9:15
Weather conditions                       NaN
Road_traffic_density                     NaN
Vehicle_condition                          3
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   18.000000
Name: 24103, dtype: object
