ID                                       0xa896
Delivery_person_ID             RANCHIRES20DEL01
Delivery_person_Age                   34.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   23.399250
Restaurant_longitude                  85.390464
Delivery_location_latitude            23.409250
Delivery_location_longitude           85.400464
Order_Date                           15-03-2022
Time_Orderd                               11:60
Time_Order_picked                         12:05
Weather conditions                        Windy
Road_traffic_density                       High
Vehicle_condition                             0
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    3.000000
Festival                                    Yes
City                              Metropolitian
Time_taken (min)                      44.000000
Name: 12028, dtype: object
