ID                                     0xb706
Delivery_person_ID             INDORES03DEL01
Delivery_person_Age                 24.000000
Delivery_person_Ratings              4.700000
Restaurant_latitude                 22.751857
Restaurant_longitude                75.866699
Delivery_location_latitude          22.791857
Delivery_location_longitude         75.906699
Order_Date                         26-03-2022
Time_Orderd                             15:50
Time_Order_picked                       15:60
Weather conditions                     Cloudy
Road_traffic_density                   Medium
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                                    Urban
Time_taken (min)                    13.000000
Name: 28049, dtype: object
