ID                                       0x931d
Delivery_person_ID                JAPRES03DEL01
Delivery_person_Age                   22.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   26.913483
Restaurant_longitude                  75.803139
Delivery_location_latitude            26.923483
Delivery_location_longitude           75.813139
Order_Date                           13-03-2022
Time_Orderd                               11:20
Time_Order_picked                         11:35
Weather conditions                       Cloudy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      23.000000
Name: 40174, dtype: object
