ID                                       0x636c
Delivery_person_ID               MYSRES010DEL01
Delivery_person_Age                   26.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   12.321214
Restaurant_longitude                  76.621094
Delivery_location_latitude            12.331214
Delivery_location_longitude           76.631094
Order_Date                           07-03-2022
Time_Orderd                                9:50
Time_Order_picked                          9:60
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      16.000000
Name: 933, dtype: object
