ID                                     0x373c
Delivery_person_ID             INDORES06DEL03
Delivery_person_Age                 38.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 22.728163
Restaurant_longitude                75.884212
Delivery_location_latitude          22.758163
Delivery_location_longitude         75.914212
Order_Date                         26-03-2022
Time_Orderd                             18:15
Time_Order_picked                       18:20
Weather conditions                     Cloudy
Road_traffic_density                   Medium
Vehicle_condition                           0
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    25.000000
Name: 42148, dtype: object
