ID                                    0xcd11
Delivery_person_ID             KNPRES19DEL01
Delivery_person_Age                34.000000
Delivery_person_Ratings             4.300000
Restaurant_latitude                26.490950
Restaurant_longitude               80.318656
Delivery_location_latitude         26.500950
Delivery_location_longitude        80.328656
Order_Date                        15-02-2022
Time_Orderd                             9:60
Time_Order_picked                      10:15
Weather conditions                     Windy
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   20.000000
Name: 11390, dtype: object
