ID                                      0xc527
Delivery_person_ID             AURGRES010DEL01
Delivery_person_Age                  33.000000
Delivery_person_Ratings               4.700000
Restaurant_latitude                  19.875337
Restaurant_longitude                 75.316722
Delivery_location_latitude           19.885337
Delivery_location_longitude          75.326722
Order_Date                          15-02-2022
Time_Orderd                               9:40
Time_Order_picked                         9:45
Weather conditions                  Sandstorms
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                                       NaN
Time_taken (min)                     21.000000
Name: 7507, dtype: object
