ID                                       0x99f8
Delivery_person_ID             RANCHIRES06DEL01
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   23.357804
Restaurant_longitude                  85.325146
Delivery_location_latitude            23.367804
Delivery_location_longitude           85.335146
Order_Date                           05-03-2022
Time_Orderd                               10:60
Time_Order_picked                         11:10
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                         scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      16.000000
Name: 21619, dtype: object
