ID                                       0x8d8
Delivery_person_ID             COIMBRES05DEL02
Delivery_person_Age                        NaN
Delivery_person_Ratings                    NaN
Restaurant_latitude                  11.022169
Restaurant_longitude                 76.999594
Delivery_location_latitude           11.042169
Delivery_location_longitude          77.019594
Order_Date                          13-03-2022
Time_Orderd                                NaN
Time_Order_picked                         8:40
Weather conditions                         NaN
Road_traffic_density                       NaN
Vehicle_condition                            3
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     16.000000
Name: 26715, dtype: object
