ID                                       0x548a
Delivery_person_ID             RANCHIRES12DEL02
Delivery_person_Age                       35.00
Delivery_person_Ratings                    4.70
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.02
Delivery_location_longitude                0.02
Order_Date                           09-03-2022
Time_Orderd                               10:45
Time_Order_picked                         10:50
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                        0.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          15.00
Name: 22181, dtype: object
