ID                                       0x24a8
Delivery_person_ID             RANCHIRES02DEL03
Delivery_person_Age                       33.00
Delivery_person_Ratings                    4.70
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.09
Delivery_location_longitude                0.09
Order_Date                           14-03-2022
Time_Orderd                               22:50
Time_Order_picked                         22:55
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             0
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          27.00
Name: 30124, dtype: object
