ID                                      0xb100
Delivery_person_ID             BANGRES010DEL03
Delivery_person_Age                  23.000000
Delivery_person_Ratings               2.500000
Restaurant_latitude                  12.933298
Restaurant_longitude                 77.614293
Delivery_location_latitude           13.023298
Delivery_location_longitude          77.704293
Order_Date                          16-03-2022
Time_Orderd                              23:25
Time_Order_picked                        23:35
Weather conditions                       Sunny
Road_traffic_density                       Low
Vehicle_condition                            2
Type_of_order                           Buffet
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     36.000000
Name: 17129, dtype: object
