ID                                    0xc100
Delivery_person_ID             KNPRES19DEL01
Delivery_person_Age                21.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude               -26.490950
Restaurant_longitude               80.318656
Delivery_location_latitude         26.530950
Delivery_location_longitude        80.358656
Order_Date                        17-02-2022
Time_Orderd                            12:60
Time_Order_picked                      13:10
Weather conditions                    Cloudy
Road_traffic_density                    High
Vehicle_condition                          0
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   20.000000
Name: 16500, dtype: object
