ID                                       0x50d4
Delivery_person_ID                JAPRES19DEL02
Delivery_person_Age                   34.000000
Delivery_person_Ratings                3.500000
Restaurant_latitude                   26.913726
Restaurant_longitude                  75.752820
Delivery_location_latitude            26.993726
Delivery_location_longitude           75.832820
Order_Date                           23-03-2022
Time_Orderd                               17:10
Time_Order_picked                         17:20
Weather conditions                   Sandstorms
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                         NaN
Festival                                     No
City                              Metropolitian
Time_taken (min)                      36.000000
Name: 39539, dtype: object
