ID                                     0x514c
Delivery_person_ID             PUNERES06DEL02
Delivery_person_Age                 33.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 18.546258
Restaurant_longitude                73.904337
Delivery_location_latitude          18.566258
Delivery_location_longitude         73.924337
Order_Date                         03-04-2022
Time_Orderd                              9:30
Time_Order_picked                        9:40
Weather conditions                     Cloudy
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                          Buffet
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    15.000000
Name: 23006, dtype: object
