ID                                    0xe206
Delivery_person_ID             KNPRES20DEL03
Delivery_person_Age                    36.00
Delivery_person_Ratings                 3.70
Restaurant_latitude                    26.47
Restaurant_longitude                   80.35
Delivery_location_latitude             26.61
Delivery_location_longitude            80.49
Order_Date                        14-02-2022
Time_Orderd                            19:20
Time_Order_picked                      19:25
Weather conditions                    Stormy
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                     1.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       39.00
Name: 21750, dtype: object
