ID                                       0x93a3
Delivery_person_ID                MYSRES01DEL01
Delivery_person_Age                   35.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   12.311072
Restaurant_longitude                  76.654878
Delivery_location_latitude            12.351072
Delivery_location_longitude           76.694878
Order_Date                           30-03-2022
Time_Orderd                               14:25
Time_Order_picked                         14:35
Weather conditions                          Fog
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      26.000000
Name: 5204, dtype: object
