ID                                    0x9c96
Delivery_person_ID             JAPRES12DEL03
Delivery_person_Age                28.000000
Delivery_person_Ratings             4.900000
Restaurant_latitude                26.902908
Restaurant_longitude               75.792934
Delivery_location_latitude         26.962908
Delivery_location_longitude        75.852934
Order_Date                        13-03-2022
Time_Orderd                            20:40
Time_Order_picked                      20:45
Weather conditions                    Stormy
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   25.000000
Name: 24508, dtype: object
