ID                                      0x66a2
Delivery_person_ID             COIMBRES09DEL01
Delivery_person_Age                  28.000000
Delivery_person_Ratings               5.000000
Restaurant_latitude                  11.008638
Restaurant_longitude                 76.984311
Delivery_location_latitude           11.018638
Delivery_location_longitude          76.994311
Order_Date                          09-03-2022
Time_Orderd                              11:25
Time_Order_picked                        11:35
Weather conditions                      Stormy
Road_traffic_density                      High
Vehicle_condition                            1
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     29.000000
Name: 38314, dtype: object
