ID                                       0xc921
Delivery_person_ID                KOCRES07DEL03
Delivery_person_Age                   39.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                    9.985697
Restaurant_longitude                  76.281128
Delivery_location_latitude            10.075697
Delivery_location_longitude           76.371128
Order_Date                           18-02-2022
Time_Orderd                               23:15
Time_Order_picked                         23:25
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      19.000000
Name: 40416, dtype: object
