ID                                      0x1b31
Delivery_person_ID             COIMBRES11DEL02
Delivery_person_Age                  36.000000
Delivery_person_Ratings               4.800000
Restaurant_latitude                  11.001753
Restaurant_longitude                 76.986241
Delivery_location_latitude           11.051753
Delivery_location_longitude          77.036241
Order_Date                          03-03-2022
Time_Orderd                              23:45
Time_Order_picked                        23:60
Weather conditions                       Sunny
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     29.000000
Name: 7770, dtype: object
