ID                                     0xb875
Delivery_person_ID             CHENRES14DEL03
Delivery_person_Age                 28.000000
Delivery_person_Ratings              5.000000
Restaurant_latitude                 13.026279
Restaurant_longitude                80.174568
Delivery_location_latitude          13.116279
Delivery_location_longitude         80.264568
Order_Date                         10-03-2022
Time_Orderd                             19:10
Time_Order_picked                       19:25
Weather conditions                      Windy
Road_traffic_density                      Jam
Vehicle_condition                           0
Type_of_order                           Snack
Type_of_vehicle                    motorcycle
multiple_deliveries                  2.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    34.000000
Name: 17553, dtype: object
