ID                                      0xb473
Delivery_person_ID             COIMBRES02DEL03
Delivery_person_Age                  28.000000
Delivery_person_Ratings               4.400000
Restaurant_latitude                  11.022477
Restaurant_longitude                 76.995667
Delivery_location_latitude           11.112477
Delivery_location_longitude          77.085667
Order_Date                          18-03-2022
Time_Orderd                              17:10
Time_Order_picked                        17:25
Weather conditions                      Stormy
Road_traffic_density                    Medium
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     39.000000
Name: 1267, dtype: object
