ID                                      0x4c51
Delivery_person_ID             COIMBRES03DEL01
Delivery_person_Age                  32.000000
Delivery_person_Ratings               4.000000
Restaurant_latitude                  11.025083
Restaurant_longitude                 77.015393
Delivery_location_latitude           11.035083
Delivery_location_longitude          77.025393
Order_Date                          24-03-2022
Time_Orderd                              11:25
Time_Order_picked                        11:30
Weather conditions                      Stormy
Road_traffic_density                      High
Vehicle_condition                            0
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     40.000000
Name: 12286, dtype: object
