ID                                       0x48d3
Delivery_person_ID             RANCHIRES02DEL01
Delivery_person_Age                       39.00
Delivery_person_Ratings                    4.90
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.04
Delivery_location_longitude                0.04
Order_Date                           15-03-2022
Time_Orderd                               13:10
Time_Order_picked                         13:20
Weather conditions                   Sandstorms
Road_traffic_density                       High
Vehicle_condition                             0
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          32.00
Name: 1570, dtype: object
