ID                                       0x235c
Delivery_person_ID              COIMBRES14DEL02
Delivery_person_Age                   24.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   11.003681
Restaurant_longitude                  76.975525
Delivery_location_latitude            11.023681
Delivery_location_longitude           76.995525
Order_Date                           19-03-2022
Time_Orderd                               10:30
Time_Order_picked                         10:40
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      16.000000
Name: 30754, dtype: object
