ID                                     0x828c
Delivery_person_ID             INDORES17DEL02
Delivery_person_Age                 21.000000
Delivery_person_Ratings              4.800000
Restaurant_latitude                 22.761226
Restaurant_longitude                75.887522
Delivery_location_latitude          22.781226
Delivery_location_longitude         75.907522
Order_Date                         11-03-2022
Time_Orderd                             11:45
Time_Order_picked                       11:60
Weather conditions                     Stormy
Road_traffic_density                     High
Vehicle_condition                           0
Type_of_order                           Snack
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                                    Urban
Time_taken (min)                    33.000000
Name: 18127, dtype: object
