ID                                     0x824d
Delivery_person_ID             PUNERES01DEL01
Delivery_person_Age                 36.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 18.569156
Restaurant_longitude                73.774723
Delivery_location_latitude          18.579156
Delivery_location_longitude         73.784723
Order_Date                         21-03-2022
Time_Orderd                              8:55
Time_Order_picked                        9:05
Weather conditions                     Cloudy
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                          Buffet
Type_of_vehicle                       scooter
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    15.000000
Name: 24561, dtype: object
