ID                                    0xc097
Delivery_person_ID             BHPRES01DEL03
Delivery_person_Age                36.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude               -23.211529
Restaurant_longitude               77.419399
Delivery_location_latitude         23.241529
Delivery_location_longitude        77.449399
Order_Date                        15-02-2022
Time_Orderd                            21:35
Time_Order_picked                      21:45
Weather conditions                Sandstorms
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   28.000000
Name: 12513, dtype: object
