ID                                        0x6192
Delivery_person_ID             RANCHIRES010DEL03
Delivery_person_Age                          NaN
Delivery_person_Ratings                      NaN
Restaurant_latitude                    23.354422
Restaurant_longitude                   85.332900
Delivery_location_latitude             23.384422
Delivery_location_longitude            85.362900
Order_Date                            05-04-2022
Time_Orderd                                  NaN
Time_Order_picked                          19:15
Weather conditions                         Sunny
Road_traffic_density                      Medium
Vehicle_condition                              1
Type_of_order                             Buffet
Type_of_vehicle                          scooter
multiple_deliveries                     0.000000
Festival                                      No
City                               Metropolitian
Time_taken (min)                       15.000000
Name: 24, dtype: object
