ID                                    0x9b53
Delivery_person_ID             MYSRES16DEL03
Delivery_person_Age                33.000000
Delivery_person_Ratings             3.500000
Restaurant_latitude                12.316967
Restaurant_longitude               76.603067
Delivery_location_latitude         12.406967
Delivery_location_longitude        76.693067
Order_Date                        10-03-2022
Time_Orderd                            20:35
Time_Order_picked                      20:45
Weather conditions                     Windy
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   36.000000
Name: 22421, dtype: object
