ID                                       0x469d
Delivery_person_ID             COIMBRES010DEL01
Delivery_person_Age                   36.000000
Delivery_person_Ratings                4.400000
Restaurant_latitude                   11.003008
Restaurant_longitude                  76.975440
Delivery_location_latitude            11.113008
Delivery_location_longitude           77.085440
Order_Date                           08-03-2022
Time_Orderd                               21:20
Time_Order_picked                         21:25
Weather conditions                       Cloudy
Road_traffic_density                        Jam
Vehicle_condition                             1
Type_of_order                              Meal
Type_of_vehicle                      motorcycle
multiple_deliveries                    2.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      41.000000
Name: 29704, dtype: object
