ID                                     0x3f53
Delivery_person_ID             BANGRES17DEL02
Delivery_person_Age                 20.000000
Delivery_person_Ratings              4.300000
Restaurant_latitude                 12.972532
Restaurant_longitude                77.608179
Delivery_location_latitude          12.992532
Delivery_location_longitude         77.628179
Order_Date                         01-03-2022
Time_Orderd                             11:60
Time_Order_picked                       12:10
Weather conditions                 Sandstorms
Road_traffic_density                     High
Vehicle_condition                           0
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    31.000000
Name: 8901, dtype: object
