ID                                       0x73d3
Delivery_person_ID             RANCHIRES02DEL01
Delivery_person_Age                       31.00
Delivery_person_Ratings                    4.10
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.01
Delivery_location_longitude                0.01
Order_Date                           21-03-2022
Time_Orderd                               11:35
Time_Order_picked                         11:45
Weather conditions                          Fog
Road_traffic_density                       High
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                      motorcycle
multiple_deliveries                        1.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          36.00
Name: 13697, dtype: object
