ID                                       0x887a
Delivery_person_ID              COIMBRES11DEL01
Delivery_person_Age                   37.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   11.001753
Restaurant_longitude                  76.986241
Delivery_location_latitude            11.041753
Delivery_location_longitude           77.026241
Order_Date                           09-03-2022
Time_Orderd                               12:15
Time_Order_picked                         12:20
Weather conditions                          Fog
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      30.000000
Name: 481, dtype: object
