ID                                       0x612a
Delivery_person_ID               INDORES04DEL02
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   22.753659
Restaurant_longitude                  75.903365
Delivery_location_latitude            22.773659
Delivery_location_longitude           75.923365
Order_Date                           19-03-2022
Time_Orderd                                8:45
Time_Order_picked                          8:55
Weather conditions                        Sunny
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      18.000000
Name: 43684, dtype: object
