ID                                    0xc043
Delivery_person_ID             KOCRES14DEL03
Delivery_person_Age                30.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude               -10.027014
Restaurant_longitude               76.308053
Delivery_location_latitude         10.057014
Delivery_location_longitude        76.338053
Order_Date                        13-02-2022
Time_Orderd                            21:25
Time_Order_picked                      21:30
Weather conditions                    Cloudy
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   27.000000
Name: 38376, dtype: object
