ID                                     0x8f59
Delivery_person_ID             BANGRES01DEL01
Delivery_person_Age                 23.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 12.933284
Restaurant_longitude                77.615428
Delivery_location_latitude          12.973284
Delivery_location_longitude         77.655428
Order_Date                         13-03-2022
Time_Orderd                             12:45
Time_Order_picked                       12:55
Weather conditions                      Windy
Road_traffic_density                     High
Vehicle_condition                           2
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    29.000000
Name: 6150, dtype: object
