ID                                       0x321a
Delivery_person_ID             RANCHIRES04DEL01
Delivery_person_Age                   25.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   23.359033
Restaurant_longitude                  85.325347
Delivery_location_latitude            23.399033
Delivery_location_longitude           85.365347
Order_Date                           01-03-2022
Time_Orderd                               16:35
Time_Order_picked                         16:40
Weather conditions                          Fog
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      13.000000
Name: 41535, dtype: object
