ID                                     0x76f9
Delivery_person_ID             BANGRES18DEL02
Delivery_person_Age                 30.000000
Delivery_person_Ratings              4.000000
Restaurant_latitude                 12.913041
Restaurant_longitude                77.683237
Delivery_location_latitude          12.993041
Delivery_location_longitude         77.763237
Order_Date                         23-03-2022
Time_Orderd                             18:35
Time_Order_picked                       18:50
Weather conditions                 Sandstorms
Road_traffic_density                   Medium
Vehicle_condition                           0
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    45.000000
Name: 8488, dtype: object
