ID                                     0x5bf
Delivery_person_ID             MUMRES15DEL01
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                19.176269
Restaurant_longitude               72.836721
Delivery_location_latitude         19.186269
Delivery_location_longitude        72.846721
Order_Date                        03-04-2022
Time_Orderd                              NaN
Time_Order_picked                      10:55
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   18.000000
Name: 4386, dtype: object
