ID                                    0x463a
Delivery_person_ID             VADRES15DEL01
Delivery_person_Age                    26.00
Delivery_person_Ratings                 4.70
Restaurant_latitude                     0.00
Restaurant_longitude                    0.00
Delivery_location_latitude              0.01
Delivery_location_longitude             0.01
Order_Date                        19-03-2022
Time_Orderd                             9:55
Time_Order_picked                      10:05
Weather conditions                     Sunny
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                     0.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       12.00
Name: 33085, dtype: object
