ID                                    0x68d1
Delivery_person_ID             HYDRES18DEL01
Delivery_person_Age                29.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude                17.450851
Restaurant_longitude               78.379347
Delivery_location_latitude         17.460851
Delivery_location_longitude        78.389347
Order_Date                        17-03-2022
Time_Orderd                             8:15
Time_Order_picked                       8:25
Weather conditions                     Sunny
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   10.000000
Name: 41536, dtype: object
