ID                                      0x38c8
Delivery_person_ID             COIMBRES19DEL01
Delivery_person_Age                  21.000000
Delivery_person_Ratings               4.900000
Restaurant_latitude                  11.022298
Restaurant_longitude                 76.998349
Delivery_location_latitude           11.062298
Delivery_location_longitude          77.038349
Order_Date                          17-03-2022
Time_Orderd                              16:50
Time_Order_picked                        16:55
Weather conditions                       Sunny
Road_traffic_density                    Medium
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     16.000000
Name: 29862, dtype: object
