ID                                       0x8116
Delivery_person_ID                HYDRES13DEL01
Delivery_person_Age                   31.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   17.431477
Restaurant_longitude                  78.400350
Delivery_location_latitude            17.471477
Delivery_location_longitude           78.440350
Order_Date                           15-03-2022
Time_Orderd                               12:45
Time_Order_picked                         12:50
Weather conditions                       Stormy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      29.000000
Name: 27666, dtype: object
