ID                                    0x236c
Delivery_person_ID             MYSRES15DEL01
Delivery_person_Age                39.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude                12.352058
Restaurant_longitude               76.606650
Delivery_location_latitude         12.362058
Delivery_location_longitude        76.616650
Order_Date                        17-03-2022
Time_Orderd                             9:45
Time_Order_picked                       9:55
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   18.000000
Name: 41347, dtype: object
