ID                                       0xc932
Delivery_person_ID                KNPRES02DEL02
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   26.471617
Restaurant_longitude                  80.313564
Delivery_location_latitude            26.491617
Delivery_location_longitude           80.333564
Order_Date                           17-02-2022
Time_Orderd                                8:40
Time_Order_picked                          8:50
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      19.000000
Name: 37979, dtype: object
