ID                                      0x6f05
Delivery_person_ID             COIMBRES04DEL01
Delivery_person_Age                  39.000000
Delivery_person_Ratings               4.400000
Restaurant_latitude                  11.024839
Restaurant_longitude                 77.007003
Delivery_location_latitude           11.134839
Delivery_location_longitude          77.117003
Order_Date                          31-03-2022
Time_Orderd                              21:40
Time_Order_picked                        21:45
Weather conditions                         Fog
Road_traffic_density                       Jam
Vehicle_condition                            1
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   2.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     43.000000
Name: 3543, dtype: object
