ID                                      0x208c
Delivery_person_ID             COIMBRES03DEL02
Delivery_person_Age                  36.000000
Delivery_person_Ratings               4.200000
Restaurant_latitude                  11.025083
Restaurant_longitude                 77.015393
Delivery_location_latitude           11.045083
Delivery_location_longitude          77.035393
Order_Date                          21-03-2022
Time_Orderd                              11:40
Time_Order_picked                        11:50
Weather conditions                         Fog
Road_traffic_density                      High
Vehicle_condition                            2
Type_of_order                           Buffet
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     31.000000
Name: 21438, dtype: object
