ID                                      0x4b6
Delivery_person_ID             HYDRES010DEL01
Delivery_person_Age                       NaN
Delivery_person_Ratings                   NaN
Restaurant_latitude                -17.428294
Restaurant_longitude               -78.404423
Delivery_location_latitude          17.538294
Delivery_location_longitude         78.514423
Order_Date                         23-03-2022
Time_Orderd                               NaN
Time_Order_picked                       19:20
Weather conditions                     Stormy
Road_traffic_density                      Jam
Vehicle_condition                           0
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                  Yes
City                            Metropolitian
Time_taken (min)                    54.000000
Name: 45433, dtype: object
