ID                                      0x416
Delivery_person_ID             INDORES08DEL03
Delivery_person_Age                       NaN
Delivery_person_Ratings                   NaN
Restaurant_latitude                 22.725748
Restaurant_longitude                75.898497
Delivery_location_latitude          22.785747
Delivery_location_longitude         75.958497
Order_Date                         05-04-2022
Time_Orderd                               NaN
Time_Order_picked                       22:30
Weather conditions                        NaN
Road_traffic_density                      NaN
Vehicle_condition                           3
Type_of_order                          Drinks
Type_of_vehicle                       scooter
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    26.000000
Name: 13589, dtype: object
