ID                                       0x2e16
Delivery_person_ID                VADRES08DEL02
Delivery_person_Age                       22.00
Delivery_person_Ratings                    5.00
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.02
Delivery_location_longitude                0.02
Order_Date                           07-03-2022
Time_Orderd                                8:10
Time_Order_picked                          8:20
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                        0.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          11.00
Name: 3126, dtype: object
