ID                                       0xa996
Delivery_person_ID                MYSRES02DEL01
Delivery_person_Age                   20.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   12.304569
Restaurant_longitude                  76.643622
Delivery_location_latitude            12.344569
Delivery_location_longitude           76.683622
Order_Date                           09-03-2022
Time_Orderd                               14:35
Time_Order_picked                         14:45
Weather conditions                       Stormy
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      24.000000
Name: 19501, dtype: object
