ID                                    0xc046
Delivery_person_ID             KOLRES04DEL02
Delivery_person_Age                39.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude               -22.538731
Restaurant_longitude               88.364878
Delivery_location_latitude         22.588731
Delivery_location_longitude        88.414878
Order_Date                        17-02-2022
Time_Orderd                            21:35
Time_Order_picked                      21:50
Weather conditions                       Fog
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   36.000000
Name: 37973, dtype: object
